Height,Weight,Age,Gender,Activity_Level,Body_Fat,Goal,BMI,Plan
152,76,48,0,1.725,33.48,Strength,32.89,Cut
177,57,45,0,1.375,13.55,Strength,18.19,Bulk
178,45,27,0,1.725,36.96,Strength,14.2,Cut
158,78,59,1,1.375,38.48,Strength,31.24,Cut
152,106,27,0,1.725,19.7,Strength,45.88,Lean
174,115,39,0,1.375,20.04,Strength,37.98,Lean
183,75,39,0,1.55,31.78,Health,22.4,Cut
161,108,26,1,1.375,22.6,Aesthetics,41.67,Cut
191,69,28,1,1.2,8.92,Strength,18.91,Bulk
158,82,42,1,1.375,37.44,Health,32.85,Cut
164,58,23,0,1.375,21.78,Strength,21.56,Lean
189,52,25,0,1.55,14.51,Aesthetics,14.56,Bulk
174,98,23,1,1.2,25.78,Strength,32.37,Cut
154,46,35,0,1.55,15,Health,19.4,Lean
160,100,23,0,1.725,14.59,Health,39.06,Lean
183,105,24,0,1.725,25.46,Aesthetics,31.35,Cut
173,66,22,1,1.2,20.51,Strength,22.05,Lean
164,79,29,0,1.725,26.34,Health,29.37,Cut
187,60,43,0,1.2,39.9,Aesthetics,17.16,Cut
157,94,17,1,1.375,35.49,Aesthetics,38.14,Cut
154,87,58,0,1.725,8.25,Strength,36.68,Lean
197,61,23,1,1.375,9.62,Health,15.72,Bulk
175,102,28,0,1.55,27.52,Strength,33.31,Cut
167,46,36,1,1.725,28.04,Strength,16.49,Cut
155,48,43,1,1.55,36.1,Strength,19.98,Cut
186,83,50,0,1.55,28.13,Health,23.99,Cut
197,50,38,0,1.2,15.29,Aesthetics,12.88,Lean
162,113,30,1,1.55,22.99,Strength,43.06,Cut
177,113,17,0,1.2,33.89,Strength,36.07,Cut
154,64,27,1,1.2,37.53,Health,26.99,Cut
162,108,51,0,1.2,15.58,Strength,41.15,Lean
166,60,18,0,1.2,25.27,Aesthetics,21.77,Cut
199,95,20,0,1.2,13.09,Strength,23.99,Lean
189,81,18,0,1.375,23.9,Aesthetics,22.68,Cut
194,117,34,1,1.2,10.88,Strength,31.09,Lean
181,113,17,1,1.725,38.14,Strength,34.49,Cut
178,86,59,0,1.2,28.42,Strength,27.14,Cut
152,101,52,0,1.375,35.33,Aesthetics,43.72,Cut
189,110,32,0,1.725,39.95,Strength,30.79,Cut
183,53,29,0,1.725,13.85,Strength,15.83,Bulk
189,108,43,0,1.375,30.21,Strength,30.23,Cut
176,66,42,1,1.725,36.38,Aesthetics,21.31,Cut
162,78,25,1,1.375,26.43,Strength,29.72,Cut
194,99,18,0,1.55,28.47,Health,26.3,Cut
182,73,51,1,1.55,21.05,Aesthetics,22.04,Lean
155,82,53,1,1.2,29.59,Health,34.13,Cut
173,62,40,0,1.2,20.66,Strength,20.72,Lean
168,115,37,1,1.2,23.25,Aesthetics,40.75,Cut
165,109,54,1,1.2,11.29,Aesthetics,40.04,Lean
189,45,45,1,1.375,8.25,Strength,12.6,Bulk
177,48,36,1,1.55,9.76,Health,15.32,Bulk
182,48,45,0,1.375,14.16,Aesthetics,14.49,Bulk
197,71,43,1,1.725,22.61,Aesthetics,18.29,Cut
190,87,46,1,1.725,8.67,Aesthetics,24.1,Lean
162,103,41,1,1.725,12.99,Aesthetics,39.25,Lean
192,76,58,0,1.725,33.01,Aesthetics,20.62,Cut
194,77,37,1,1.725,32.39,Strength,20.46,Cut
174,72,36,1,1.55,33.27,Aesthetics,23.78,Cut
191,99,16,1,1.375,37.49,Health,27.14,Cut
185,104,52,0,1.725,11.81,Aesthetics,30.39,Lean
176,114,28,0,1.2,13.22,Strength,36.8,Lean
187,106,36,0,1.55,18.67,Strength,30.31,Lean
156,78,24,0,1.2,37.28,Health,32.05,Cut
154,100,32,0,1.55,32.82,Aesthetics,42.17,Cut
192,57,36,1,1.55,18.37,Health,15.46,Recomp
194,100,46,0,1.2,10.8,Health,26.57,Lean
180,62,54,1,1.2,27.72,Health,19.14,Cut
172,98,37,0,1.725,16.22,Health,33.13,Lean
191,87,27,0,1.2,25,Aesthetics,23.85,Cut
159,83,21,0,1.375,38.14,Strength,32.83,Cut
181,105,31,1,1.55,26.32,Strength,32.05,Cut
192,86,41,1,1.55,37.56,Aesthetics,23.33,Cut
179,62,20,1,1.725,20.58,Health,19.35,Recomp
188,67,24,0,1.55,28.27,Aesthetics,18.96,Cut
180,98,55,0,1.2,36.6,Health,30.25,Cut
167,74,29,0,1.55,26.82,Health,26.53,Cut
185,102,59,0,1.55,27.68,Aesthetics,29.8,Cut
151,112,57,0,1.2,30.92,Aesthetics,49.12,Cut
163,111,45,0,1.2,36.23,Health,41.78,Cut
162,115,41,1,1.55,10.82,Health,43.82,Lean
178,62,44,1,1.375,18.78,Health,19.57,Recomp
161,51,34,0,1.2,20.73,Health,19.68,Recomp
188,84,23,1,1.375,37.11,Aesthetics,23.77,Cut
151,114,38,1,1.375,38.59,Strength,50,Cut
181,109,57,1,1.725,11.85,Strength,33.27,Lean
162,112,50,0,1.375,11.81,Health,42.68,Lean
195,93,46,0,1.725,37.92,Strength,24.46,Cut
176,96,50,0,1.375,17.46,Strength,30.99,Lean
198,73,47,0,1.725,15.74,Strength,18.62,Lean
190,65,20,1,1.2,9.14,Strength,18.01,Bulk
166,53,31,0,1.55,16.82,Strength,19.23,Lean
189,91,32,0,1.55,30.19,Strength,25.48,Cut
180,86,47,0,1.725,21.63,Health,26.54,Recomp
183,95,53,1,1.2,24.54,Health,28.37,Cut
173,100,47,1,1.725,37.35,Health,33.41,Cut
194,95,35,1,1.725,11.67,Aesthetics,25.24,Lean
184,114,17,1,1.2,10.28,Strength,33.67,Lean
197,64,35,1,1.375,35.26,Strength,16.49,Cut
155,71,33,0,1.375,32.8,Aesthetics,29.55,Cut
168,82,16,1,1.2,16.44,Strength,29.05,Lean
179,116,44,1,1.725,18.38,Health,36.2,Recomp
156,109,44,0,1.55,17.93,Health,44.79,Lean
159,98,34,0,1.725,28.73,Aesthetics,38.76,Cut
190,68,59,0,1.375,9.96,Health,18.84,Bulk
181,91,55,1,1.2,23.66,Aesthetics,27.78,Cut
183,115,21,0,1.2,12.28,Health,34.34,Lean
177,107,59,1,1.2,34.23,Strength,34.15,Cut
164,101,54,0,1.375,20.18,Health,37.55,Recomp
179,99,23,1,1.725,24.88,Aesthetics,30.9,Cut
186,104,39,1,1.2,8.94,Strength,30.06,Lean
178,106,35,1,1.55,9.86,Aesthetics,33.46,Lean
171,74,29,1,1.2,29.6,Strength,25.31,Cut
153,66,20,0,1.725,32.54,Strength,28.19,Cut
169,119,56,0,1.375,30.72,Health,41.67,Cut
181,73,55,1,1.55,31.58,Health,22.28,Cut
185,85,49,0,1.55,11.35,Strength,24.84,Lean
199,86,31,1,1.2,30.19,Health,21.72,Cut
153,109,22,0,1.725,13.82,Health,46.56,Lean
176,75,31,0,1.2,11.14,Aesthetics,24.21,Lean
166,74,22,1,1.55,32.23,Health,26.85,Cut
161,62,42,1,1.2,36.46,Strength,23.92,Cut
171,61,29,0,1.725,30.93,Health,20.86,Cut
166,82,29,1,1.375,33.78,Strength,29.76,Cut
159,58,59,0,1.55,39.71,Strength,22.94,Cut
150,100,48,0,1.725,12.31,Aesthetics,44.44,Lean
171,66,48,0,1.2,38.88,Strength,22.57,Cut
175,111,59,1,1.55,27.24,Strength,36.24,Cut
167,100,35,1,1.2,34.02,Aesthetics,35.86,Cut
199,63,51,0,1.2,28.81,Strength,15.91,Cut
163,101,22,1,1.375,26.24,Aesthetics,38.01,Cut
196,88,47,1,1.2,30.52,Strength,22.91,Cut
178,79,18,0,1.2,18.25,Health,24.93,Lean
161,45,54,1,1.725,37.58,Aesthetics,17.36,Cut
185,96,44,1,1.2,11.69,Aesthetics,28.05,Lean
184,114,39,0,1.375,18.18,Strength,33.67,Lean
161,81,37,1,1.2,9,Aesthetics,31.25,Lean
156,109,21,0,1.2,16.68,Strength,44.79,Lean
178,95,39,1,1.2,14.98,Aesthetics,29.98,Lean
160,45,55,1,1.55,9.59,Aesthetics,17.58,Bulk
182,65,38,0,1.375,23.74,Health,19.62,Cut
155,97,53,0,1.55,23,Strength,40.37,Cut
196,60,25,1,1.375,10.49,Health,15.62,Bulk
164,105,31,0,1.375,16.38,Aesthetics,39.04,Lean
181,98,26,0,1.725,38.51,Strength,29.91,Cut
160,84,47,1,1.55,11.54,Health,32.81,Lean
172,70,21,0,1.375,17.76,Aesthetics,23.66,Lean
175,109,39,1,1.375,9.15,Health,35.59,Lean
183,118,48,1,1.725,12.76,Aesthetics,35.24,Lean
195,108,27,0,1.55,30.38,Aesthetics,28.4,Cut
183,87,42,1,1.2,19.73,Strength,25.98,Lean
178,61,53,0,1.725,22.47,Strength,19.25,Cut
153,103,33,1,1.375,13.02,Strength,44,Lean
166,67,54,0,1.55,29.83,Aesthetics,24.31,Cut
184,51,28,0,1.375,32.05,Health,15.06,Cut
162,88,55,1,1.725,13.8,Strength,33.53,Lean
190,97,45,0,1.725,9.44,Strength,26.87,Lean
188,115,56,0,1.55,10.59,Strength,32.54,Lean
164,78,28,0,1.725,29.03,Strength,29,Cut
178,90,49,1,1.725,12.34,Aesthetics,28.41,Lean
178,112,51,1,1.2,23.81,Health,35.35,Cut
160,60,45,0,1.375,12.88,Aesthetics,23.44,Lean
181,115,40,0,1.2,13.44,Aesthetics,35.1,Lean
151,63,17,1,1.2,8.14,Aesthetics,27.63,Lean
196,46,51,1,1.55,18.27,Strength,11.97,Lean
163,54,33,1,1.725,10.87,Health,20.32,Bulk
169,94,20,0,1.375,20.61,Aesthetics,32.91,Lean
171,56,34,1,1.375,27.13,Aesthetics,19.15,Cut
160,114,57,0,1.375,19.76,Aesthetics,44.53,Lean
176,66,33,1,1.725,30.56,Strength,21.31,Cut
152,76,47,0,1.375,31.73,Strength,32.89,Cut
166,45,36,1,1.375,30.29,Aesthetics,16.33,Cut
193,98,25,0,1.725,37.97,Strength,26.31,Cut
177,102,52,1,1.55,15.59,Health,32.56,Lean
178,114,37,1,1.375,14.06,Strength,35.98,Lean
170,62,28,0,1.725,27.51,Aesthetics,21.45,Cut
196,50,32,1,1.2,27.04,Health,13.02,Cut
165,89,24,1,1.725,24.32,Strength,32.69,Cut
186,67,39,1,1.2,8.14,Aesthetics,19.37,Bulk
169,67,59,1,1.725,25.77,Health,23.46,Cut
155,70,29,0,1.375,37.85,Health,29.14,Cut
168,51,23,0,1.55,18.71,Health,18.07,Recomp
154,88,52,1,1.55,38.96,Strength,37.11,Cut
152,71,34,0,1.375,19.42,Health,30.73,Recomp
150,70,43,0,1.2,12.48,Strength,31.11,Lean
187,80,56,0,1.725,20.75,Aesthetics,22.88,Lean
164,99,45,0,1.375,23.83,Strength,36.81,Cut
183,108,22,0,1.725,28.14,Strength,32.25,Cut
184,101,41,1,1.375,24.16,Aesthetics,29.83,Cut
198,113,55,0,1.375,25.17,Strength,28.82,Cut
174,105,26,1,1.725,8.77,Strength,34.68,Lean
173,46,29,0,1.55,16.12,Aesthetics,15.37,Lean
161,99,36,1,1.55,17.94,Health,38.19,Lean
167,82,23,1,1.2,39.59,Aesthetics,29.4,Cut
164,73,18,1,1.725,17.46,Health,27.14,Lean
193,70,43,0,1.2,36.69,Strength,18.79,Cut
165,79,44,0,1.375,17.75,Aesthetics,29.02,Lean
176,111,38,1,1.2,11.08,Health,35.83,Lean
157,73,33,1,1.375,15.92,Strength,29.62,Lean
195,78,50,0,1.725,16.73,Strength,20.51,Lean
174,85,28,0,1.725,39.3,Strength,28.08,Cut
166,85,27,1,1.725,29.58,Health,30.85,Cut
178,67,20,0,1.725,37.81,Health,21.15,Cut
157,115,54,0,1.2,34.72,Health,46.66,Cut
164,47,26,0,1.375,26.52,Strength,17.47,Cut
176,102,26,0,1.55,29.61,Health,32.93,Cut
195,76,57,0,1.725,27.99,Aesthetics,19.99,Cut
199,75,46,0,1.725,29.32,Health,18.94,Cut
156,87,46,1,1.375,16.47,Health,35.75,Lean
152,51,28,1,1.55,21.06,Strength,22.07,Lean
178,45,29,1,1.725,26.96,Aesthetics,14.2,Cut
193,105,57,1,1.55,9.15,Aesthetics,28.19,Lean
173,58,40,1,1.725,23.45,Aesthetics,19.38,Cut
152,96,48,1,1.2,35.51,Health,41.55,Cut
169,50,48,0,1.2,23.76,Strength,17.51,Cut
195,54,30,0,1.55,25.67,Health,14.2,Cut
164,115,31,1,1.375,14.46,Strength,42.76,Lean
174,74,59,1,1.375,33.42,Aesthetics,24.44,Cut
179,65,53,1,1.2,19.48,Health,20.29,Recomp
163,104,21,0,1.375,38.61,Strength,39.14,Cut
156,118,59,0,1.375,39.8,Health,48.49,Cut
166,107,40,0,1.375,37.31,Strength,38.83,Cut
193,86,30,0,1.55,10.72,Aesthetics,23.09,Lean
169,95,19,1,1.55,18.66,Health,33.26,Recomp
185,108,19,1,1.375,38.24,Aesthetics,31.56,Cut
158,100,45,1,1.2,33.75,Health,40.06,Cut
187,85,49,1,1.375,37.16,Health,24.31,Cut
197,76,42,0,1.725,26.32,Strength,19.58,Cut
171,59,46,0,1.2,23.37,Strength,20.18,Cut
151,106,47,1,1.55,11.41,Strength,46.49,Lean
173,71,59,0,1.725,34.86,Aesthetics,23.72,Cut
157,72,54,0,1.375,31.84,Aesthetics,29.21,Cut
160,108,24,0,1.375,9.88,Health,42.19,Lean
162,103,56,0,1.2,14.7,Strength,39.25,Lean
166,102,23,1,1.2,25.83,Aesthetics,37.02,Cut
157,46,29,0,1.375,29.9,Health,18.66,Cut
170,80,48,1,1.375,12.41,Aesthetics,27.68,Lean
167,115,38,0,1.2,15.83,Health,41.23,Lean
179,57,36,0,1.725,14.18,Strength,17.79,Bulk
167,59,27,1,1.55,15.04,Health,21.16,Lean
195,104,17,1,1.2,37.46,Health,27.35,Cut
196,66,28,0,1.725,30.91,Strength,17.18,Cut
180,107,19,0,1.375,31.59,Strength,33.02,Cut
187,119,35,1,1.55,33.41,Health,34.03,Cut
181,118,29,0,1.725,19.41,Aesthetics,36.02,Lean
160,69,45,0,1.55,32.55,Strength,26.95,Cut
194,92,44,1,1.55,39.31,Health,24.44,Cut
174,87,23,0,1.55,30.35,Strength,28.74,Cut
182,82,27,0,1.725,21.34,Strength,24.76,Lean
187,85,56,0,1.725,30.92,Aesthetics,24.31,Cut
190,89,53,0,1.375,36.83,Strength,24.65,Cut
157,84,41,0,1.55,12.12,Health,34.08,Lean
160,61,17,1,1.2,16.49,Health,23.83,Lean
171,101,55,0,1.2,37.42,Strength,34.54,Cut
173,46,29,1,1.2,38.28,Strength,15.37,Cut
190,106,21,1,1.725,23.49,Aesthetics,29.36,Cut
166,53,57,0,1.375,19.99,Aesthetics,19.23,Lean
161,112,55,1,1.725,17.05,Aesthetics,43.21,Lean
195,61,46,0,1.55,23.96,Health,16.04,Cut
181,94,32,1,1.2,37.9,Aesthetics,28.69,Cut
164,84,40,1,1.725,12.79,Health,31.23,Lean
165,102,47,1,1.2,21.43,Aesthetics,37.47,Lean
171,119,27,0,1.725,37.17,Health,40.7,Cut
177,65,28,1,1.2,19.17,Strength,20.75,Lean
169,62,34,1,1.55,32.58,Health,21.71,Cut
182,99,59,1,1.2,20.46,Strength,29.89,Lean
159,73,40,0,1.55,33.76,Health,28.88,Cut
189,68,46,0,1.55,39.39,Health,19.04,Cut
181,118,52,1,1.725,20.41,Strength,36.02,Lean
199,61,40,1,1.725,35.04,Health,15.4,Cut
182,62,31,1,1.725,39.63,Health,18.72,Cut
151,86,53,1,1.55,39.48,Aesthetics,37.72,Cut
182,89,58,0,1.375,21.88,Strength,26.87,Lean
182,61,38,0,1.375,23.54,Strength,18.42,Cut
190,117,29,0,1.55,17.71,Aesthetics,32.41,Lean
162,58,21,1,1.55,18.05,Aesthetics,22.1,Lean
179,93,40,0,1.725,23.76,Strength,29.03,Cut
182,73,38,1,1.725,14.42,Strength,22.04,Bulk
162,48,58,1,1.725,30.76,Strength,18.29,Cut
175,64,27,1,1.375,25.16,Aesthetics,20.9,Cut
171,91,28,0,1.375,36.74,Aesthetics,31.12,Cut
188,53,51,1,1.55,33.94,Health,15,Cut
151,71,54,0,1.375,18.32,Aesthetics,31.14,Lean
187,59,49,1,1.725,24.19,Health,16.87,Cut
188,63,21,0,1.725,32.02,Health,17.82,Cut
175,96,53,1,1.725,14.18,Aesthetics,31.35,Lean
195,70,55,0,1.725,9.01,Aesthetics,18.41,Bulk
199,70,23,1,1.725,35.27,Aesthetics,17.68,Cut
164,70,23,0,1.2,12.4,Aesthetics,26.03,Lean
183,90,55,1,1.55,36.46,Strength,26.87,Cut
191,93,48,1,1.55,37.24,Aesthetics,25.49,Cut
193,97,49,1,1.375,22.74,Health,26.04,Cut
198,47,59,0,1.725,33.82,Health,11.99,Cut
189,110,30,1,1.2,19.62,Strength,30.79,Lean
160,86,51,1,1.725,35.46,Strength,33.59,Cut
152,63,50,1,1.725,34.39,Aesthetics,27.27,Cut
155,61,37,0,1.375,10.51,Strength,25.39,Lean
158,77,38,1,1.2,26.64,Aesthetics,30.84,Cut
155,93,55,1,1.2,28.48,Aesthetics,38.71,Cut
158,100,37,0,1.55,8.03,Strength,40.06,Lean
188,107,20,1,1.725,39.36,Strength,30.27,Cut
180,47,46,0,1.2,21.01,Health,14.51,Recomp
181,93,28,1,1.55,24.55,Strength,28.39,Cut
190,99,43,0,1.2,14.23,Strength,27.42,Lean
199,70,35,0,1.725,27.55,Strength,17.68,Cut
161,116,48,0,1.55,33.94,Health,44.75,Cut
157,96,31,1,1.2,26.75,Aesthetics,38.95,Cut
157,51,44,1,1.375,33.22,Health,20.69,Cut
199,90,38,0,1.2,31.4,Strength,22.73,Cut
177,90,39,1,1.725,15.61,Strength,28.73,Lean
169,60,49,1,1.375,21.95,Strength,21.01,Lean
196,68,22,0,1.2,12.76,Aesthetics,17.7,Bulk
156,105,53,0,1.2,9.34,Health,43.15,Lean
160,98,52,0,1.55,10.02,Health,38.28,Lean
169,106,19,0,1.725,38.16,Aesthetics,37.11,Cut
165,45,49,1,1.2,39.51,Health,16.53,Cut
153,93,57,1,1.2,11.04,Aesthetics,39.73,Lean
155,69,37,1,1.2,18.73,Aesthetics,28.72,Lean
171,54,20,1,1.725,11.66,Health,18.47,Bulk
175,60,57,1,1.375,34.7,Health,19.59,Cut
152,102,38,1,1.725,23.88,Aesthetics,44.15,Cut
190,116,30,0,1.55,27.88,Health,32.13,Cut
191,73,46,1,1.55,25.28,Aesthetics,20.01,Cut
163,50,24,1,1.725,30.73,Health,18.82,Cut
160,60,58,1,1.2,18.21,Health,23.44,Lean
167,64,40,0,1.2,12.4,Health,22.95,Bulk
161,115,40,0,1.375,8.56,Health,44.37,Lean
172,87,36,1,1.725,22.26,Health,29.41,Cut
161,70,24,0,1.725,37.05,Strength,27.01,Cut
162,115,53,0,1.2,17.77,Strength,43.82,Lean
174,77,37,1,1.55,14.27,Health,25.43,Lean
194,70,58,1,1.55,37.63,Health,18.6,Cut
168,89,38,1,1.375,11.37,Health,31.53,Lean
195,107,19,0,1.375,9.66,Aesthetics,28.14,Lean
185,111,44,0,1.55,36.14,Strength,32.43,Cut
194,96,30,1,1.725,30.43,Aesthetics,25.51,Cut
157,112,16,0,1.375,21.51,Strength,45.44,Lean
178,70,45,0,1.2,32.08,Strength,22.09,Cut
181,119,44,0,1.725,31.73,Health,36.32,Cut
193,46,35,1,1.2,9.28,Health,12.35,Bulk
167,58,48,1,1.375,29.64,Aesthetics,20.8,Cut
155,74,56,1,1.55,28.51,Aesthetics,30.8,Cut
167,93,59,1,1.375,38.84,Health,33.35,Cut
168,56,51,1,1.55,38.93,Health,19.84,Cut
171,88,37,0,1.725,20.09,Strength,30.09,Lean
186,77,28,0,1.375,26.87,Strength,22.26,Cut
181,57,22,0,1.375,12.52,Health,17.4,Bulk
190,70,23,0,1.375,10.13,Strength,19.39,Bulk
152,65,43,0,1.725,21.85,Aesthetics,28.13,Lean
177,72,58,0,1.2,30.08,Strength,22.98,Cut
159,92,24,1,1.2,26.17,Health,36.39,Cut
184,84,40,1,1.55,21.75,Strength,24.81,Lean
178,110,31,0,1.375,34.18,Health,34.72,Cut
164,117,25,1,1.2,33.42,Strength,43.5,Cut
182,67,26,0,1.725,31.42,Aesthetics,20.23,Cut
156,92,46,0,1.375,10.47,Aesthetics,37.8,Lean
161,46,27,1,1.55,33.49,Health,17.75,Cut
198,64,46,1,1.2,37.42,Health,16.32,Cut
179,103,29,0,1.725,9.9,Health,32.15,Lean
170,90,59,1,1.725,20.85,Strength,31.14,Lean
180,47,47,0,1.55,39.63,Strength,14.51,Cut
173,99,32,0,1.2,27.18,Strength,33.08,Cut
169,56,50,0,1.375,24.43,Aesthetics,19.61,Cut
186,84,16,0,1.725,13.68,Health,24.28,Lean
153,110,44,0,1.55,26.1,Strength,46.99,Cut
177,60,19,1,1.725,22.05,Aesthetics,19.15,Cut
193,78,38,0,1.725,12.08,Health,20.94,Bulk
169,88,43,1,1.2,22.86,Aesthetics,30.81,Cut
173,50,31,0,1.2,13.26,Health,16.71,Bulk
199,108,27,1,1.375,31.38,Strength,27.27,Cut
198,66,36,0,1.725,39.16,Aesthetics,16.84,Cut
181,62,32,1,1.55,23.03,Aesthetics,18.92,Cut
190,56,55,0,1.725,28.24,Aesthetics,15.51,Cut
185,96,28,0,1.55,21.79,Health,28.05,Recomp
183,95,47,1,1.725,12.43,Health,28.37,Lean
185,115,52,1,1.55,39.06,Aesthetics,33.6,Cut
151,92,30,1,1.725,12.15,Health,40.35,Lean
164,63,27,1,1.725,11.57,Aesthetics,23.42,Lean
183,50,30,1,1.375,22.69,Strength,14.93,Cut
185,71,49,1,1.2,29.08,Aesthetics,20.75,Cut
155,97,21,0,1.2,19.36,Aesthetics,40.37,Lean
188,92,32,0,1.55,14.16,Health,26.03,Lean
191,51,35,0,1.725,34.21,Health,13.98,Cut
161,103,24,1,1.725,19.62,Health,39.74,Recomp
152,113,20,1,1.2,14.22,Strength,48.91,Lean
194,55,38,1,1.55,19.68,Strength,14.61,Lean
167,59,48,0,1.375,14.87,Strength,21.16,Bulk
189,108,53,1,1.375,24.62,Health,30.23,Cut
170,47,29,0,1.375,29.39,Aesthetics,16.26,Cut
164,113,32,1,1.725,33.59,Aesthetics,42.01,Cut
182,67,34,1,1.55,15.28,Aesthetics,20.23,Lean
184,97,48,1,1.2,13.34,Health,28.65,Lean
175,81,16,0,1.725,8.63,Health,26.45,Lean
157,53,28,1,1.725,15.3,Strength,21.5,Lean
185,59,42,0,1.375,8.76,Health,17.24,Bulk
197,47,21,1,1.55,19.06,Aesthetics,12.11,Lean
179,114,21,1,1.55,12.66,Strength,35.58,Lean
172,61,48,1,1.375,26.56,Strength,20.62,Cut
191,70,45,1,1.375,20.28,Health,19.19,Recomp
193,65,50,0,1.375,10.99,Strength,17.45,Bulk
163,116,38,1,1.725,20.8,Strength,43.66,Lean
163,65,25,0,1.725,14.7,Health,24.46,Lean
151,55,34,1,1.725,29.77,Strength,24.12,Cut
186,82,43,1,1.2,19.66,Aesthetics,23.7,Lean
154,116,38,1,1.2,12.7,Health,48.91,Lean
187,79,19,0,1.55,19.19,Aesthetics,22.59,Lean
194,58,35,1,1.375,15.18,Aesthetics,15.41,Lean
190,58,34,0,1.375,33.46,Aesthetics,16.07,Cut
196,54,57,0,1.725,39.47,Aesthetics,14.06,Cut
163,56,42,1,1.2,8.82,Strength,21.08,Bulk
188,82,49,0,1.375,30.08,Strength,23.2,Cut
174,78,19,1,1.55,16.45,Health,25.76,Lean
169,85,53,0,1.375,10.13,Health,29.76,Lean
151,54,22,0,1.725,8.46,Aesthetics,23.68,Lean
188,61,22,0,1.725,36.19,Aesthetics,17.26,Cut
155,61,41,0,1.2,19.32,Health,25.39,Recomp
166,111,41,1,1.55,39.83,Health,40.28,Cut
174,106,34,0,1.55,22.16,Health,35.01,Cut
177,45,24,1,1.375,14,Health,14.36,Bulk
151,56,35,0,1.55,32.87,Aesthetics,24.56,Cut
184,48,57,1,1.375,37.65,Health,14.18,Cut
186,86,31,1,1.375,34.1,Strength,24.86,Cut
154,57,32,0,1.2,31.85,Aesthetics,24.03,Cut
150,48,37,0,1.55,18.71,Strength,21.33,Lean
189,113,28,1,1.725,10.06,Health,31.63,Lean
161,63,27,0,1.375,14.44,Strength,24.3,Lean
185,46,25,0,1.375,22.3,Health,13.44,Cut
194,56,16,0,1.375,38.6,Strength,14.88,Cut
172,118,47,0,1.55,31.13,Aesthetics,39.89,Cut
196,50,45,0,1.55,34.51,Strength,13.02,Cut
180,52,23,0,1.55,16.87,Aesthetics,16.05,Lean
160,95,36,0,1.375,29.88,Strength,37.11,Cut
159,55,37,0,1.725,35.6,Strength,21.76,Cut
152,107,33,0,1.725,23.34,Aesthetics,46.31,Cut
163,101,17,1,1.55,21.76,Aesthetics,38.01,Lean
165,56,59,0,1.725,31.02,Health,20.57,Cut
159,117,24,0,1.375,25.92,Aesthetics,46.28,Cut
178,46,18,0,1.55,39.78,Aesthetics,14.52,Cut
159,52,41,0,1.55,21.6,Health,20.57,Recomp
161,55,36,0,1.375,13.63,Aesthetics,21.22,Bulk
179,97,45,1,1.55,23.1,Aesthetics,30.27,Cut
190,54,43,1,1.375,15.53,Strength,14.96,Lean
150,52,51,0,1.55,25.96,Health,23.11,Cut
154,80,41,1,1.725,12.03,Health,33.73,Lean
169,58,49,0,1.55,38.4,Strength,20.31,Cut
157,98,23,0,1.55,35.51,Health,39.76,Cut
192,65,25,1,1.55,12.98,Strength,17.63,Bulk
161,94,58,1,1.2,13.52,Aesthetics,36.26,Lean
150,83,29,1,1.725,24.4,Health,36.89,Cut
169,64,55,1,1.375,32.73,Aesthetics,22.41,Cut
177,51,30,1,1.2,15.01,Health,16.28,Lean
192,53,32,0,1.725,9.95,Aesthetics,14.38,Bulk
186,45,33,0,1.55,25.46,Health,13.01,Cut
196,70,47,0,1.55,30.13,Health,18.22,Cut
186,82,53,1,1.375,15.82,Aesthetics,23.7,Lean
161,82,38,0,1.375,31.67,Strength,31.63,Cut
186,105,38,1,1.725,38.42,Health,30.35,Cut
198,88,50,0,1.725,12.39,Strength,22.45,Bulk
198,88,54,1,1.375,24.35,Strength,22.45,Cut
193,118,30,1,1.725,9.82,Strength,31.68,Lean
177,106,39,0,1.375,14.61,Strength,33.83,Lean
196,50,43,0,1.55,10.87,Strength,13.02,Bulk
164,61,31,0,1.375,20.93,Strength,22.68,Lean
155,95,31,0,1.2,34.27,Health,39.54,Cut
193,82,55,1,1.375,26.47,Strength,22.01,Cut
169,68,54,0,1.375,15.12,Health,23.81,Lean
199,95,21,1,1.2,9.28,Health,23.99,Lean
163,54,17,0,1.2,25.71,Health,20.32,Cut
151,116,28,0,1.2,12.25,Aesthetics,50.87,Lean
158,65,59,0,1.2,18.97,Strength,26.04,Lean
186,114,24,0,1.375,24.33,Aesthetics,32.95,Cut
169,101,49,0,1.725,36.92,Strength,35.36,Cut
175,83,32,1,1.2,10.62,Aesthetics,27.1,Lean
178,77,42,0,1.55,29.4,Health,24.3,Cut
150,103,44,1,1.375,8.45,Aesthetics,45.78,Lean
184,62,52,0,1.725,28.16,Health,18.31,Cut
155,100,58,1,1.55,25.65,Aesthetics,41.62,Cut
186,101,37,0,1.375,33.98,Strength,29.19,Cut
154,92,39,0,1.375,25.01,Strength,38.79,Cut
182,86,22,0,1.55,19.28,Aesthetics,25.96,Lean
198,71,49,1,1.2,15.77,Aesthetics,18.11,Lean
163,118,27,1,1.2,10.73,Strength,44.41,Lean
161,96,38,0,1.55,25.11,Aesthetics,37.04,Cut
191,86,30,0,1.725,36.43,Aesthetics,23.57,Cut
169,76,48,0,1.2,24.47,Strength,26.61,Cut
199,70,28,1,1.375,31.65,Health,17.68,Cut
173,69,38,0,1.375,17.55,Strength,23.05,Lean
